iter	Passed	Remaining
1788	1949	774
1789	1950	773
1790	1951	772
1791	1952	771
1792	1953	770
1793	1954	769
1794	1955	768
1795	1956	767
1796	1958	765
1797	1959	764
1798	1960	763
1799	1961	762
1800	1962	761
1801	1963	760
1802	1964	759
1803	1965	758
1804	1966	757
1805	1967	755
1806	1968	754
1807	1969	753
1808	1970	752
1809	1971	751
1810	1972	750
1811	1973	749
1812	1974	748
1813	1975	747
1814	1976	745
1815	1977	744
1816	1978	743
1817	1979	742
1818	1980	741
1819	1981	740
1820	1982	739
1821	1983	737
1822	1984	736
1823	1985	735
1824	1986	734
1825	1987	733
1826	1988	732
1827	1989	731
1828	1990	730
1829	1991	729
1830	1992	728
1831	1993	726
1832	1994	725
1833	1995	724
1834	1996	723
1835	1997	722
1836	1998	721
1837	1999	720
1838	2000	719
1839	2001	717
1840	2002	716
1841	2003	715
1842	2004	714
1843	2005	713
1844	2006	712
1845	2007	711
1846	2008	710
1847	2009	709
1848	2010	708
1849	2011	706
1850	2012	705
1851	2013	704
1852	2014	703
1853	2015	702
1854	2016	701
1855	2017	700
1856	2018	699
1857	2019	697
1858	2020	696
1859	2021	695
1860	2022	694
1861	2023	693
1862	2024	692
1863	2025	691
1864	2026	690
1865	2027	689
1866	2029	687
1867	2030	686
1868	2031	685
1869	2032	684
1870	2033	683
1871	2034	682
1872	2035	681
1873	2036	680
1874	2037	679
1875	2038	677
1876	2039	676
1877	2040	675
1878	2041	674
1879	2042	673
1880	2043	672
1881	2045	671
1882	2046	670
1883	2047	669
1884	2048	668
1885	2049	667
1886	2051	666
1887	2053	665
1888	2054	664
1889	2055	663
1890	2056	662
1891	2057	661
1892	2058	660
1893	2059	659
1894	2060	657
1895	2062	657
1896	2063	656
1897	2064	654
1898	2066	653
1899	2067	652
1900	2068	651
1901	2069	650
1902	2071	649
1903	2072	648
1904	2074	647
1905	2075	646
1906	2076	645
1907	2078	644
1908	2079	643
1909	2081	642
1910	2082	641
1911	2083	640
1912	2085	639
1913	2088	639
1914	2089	638
1915	2091	637
1916	2092	636
1917	2093	635
1918	2094	634
1919	2095	633
1920	2096	631
1921	2097	630
1922	2098	629
1923	2100	628
1924	2102	627
1925	2103	626
1926	2105	625
1927	2106	624
1928	2107	623
1929	2108	622
1930	2109	621
1931	2111	620
1932	2113	619
1933	2114	618
1934	2115	617
1935	2117	616
1936	2118	615
1937	2119	614
1938	2120	613
1939	2121	612
1940	2122	611
1941	2123	610
1942	2124	609
1943	2126	608
1944	2127	607
1945	2128	606
1946	2130	605
1947	2131	603
1948	2133	603
1949	2134	602
1950	2135	600
1951	2136	599
1952	2137	598
1953	2139	597
1954	2140	596
1955	2141	595
1956	2142	594
1957	2143	593
1958	2145	592
1959	2146	591
1960	2147	590
1961	2148	589
1962	2149	588
1963	2151	587
1964	2152	586
1965	2153	585
1966	2154	583
1967	2156	582
1968	2157	581
1969	2158	580
1970	2159	579
1971	2160	578
1972	2161	577
1973	2162	576
1974	2164	575
1975	2165	574
1976	2166	573
1977	2167	572
1978	2168	571
1979	2170	569
1980	2171	568
1981	2172	567
1982	2173	566
1983	2174	565
1984	2175	564
1985	2177	563
1986	2179	562
1987	2180	561
1988	2181	560
1989	2182	559
1990	2183	558
1991	2184	557
1992	2185	556
1993	2186	554
1994	2188	553
1995	2189	552
1996	2190	551
1997	2191	550
1998	2192	549
1999	2193	548
2000	2195	547
2001	2196	546
2002	2197	545
2003	2198	544
2004	2199	543
2005	2200	541
2006	2202	540
2007	2203	539
2008	2204	538
2009	2205	537
2010	2206	536
2011	2207	535
2012	2209	534
2013	2210	533
2014	2211	532
2015	2212	531
2016	2214	530
2017	2215	529
2018	2216	527
2019	2217	526
2020	2218	525
2021	2219	524
2022	2220	523
2023	2221	522
2024	2222	521
2025	2224	520
2026	2225	519
2027	2226	518
2028	2228	517
2029	2229	516
2030	2230	515
2031	2232	514
2032	2233	512
2033	2234	511
2034	2235	510
2035	2237	509
2036	2238	508
2037	2239	507
2038	2241	506
2039	2242	505
2040	2244	504
2041	2245	503
2042	2246	502
2043	2247	501
2044	2248	500
2045	2249	499
2046	2250	498
2047	2251	497
2048	2253	495
2049	2254	494
2050	2255	493
2051	2256	492
2052	2257	491
2053	2259	490
2054	2260	489
2055	2261	488
2056	2263	487
2057	2264	486
2058	2265	485
2059	2266	484
2060	2267	483
2061	2268	481
2062	2270	480
2063	2271	479
2064	2272	478
2065	2274	477
2066	2275	476
2067	2276	475
2068	2277	474
2069	2278	473
2070	2279	472
2071	2280	471
2072	2281	469
2073	2282	468
2074	2284	467
2075	2285	466
2076	2285	465
2077	2287	464
2078	2288	463
2079	2289	462
2080	2291	461
2081	2291	460
2082	2292	459
2083	2294	457
2084	2295	456
2085	2296	455
2086	2298	454
2087	2298	453
2088	2299	452
2089	2301	451
2090	2302	450
2091	2304	449
2092	2305	448
2093	2306	447
2094	2307	445
2095	2308	444
2096	2308	443
2097	2309	442
2098	2311	441
2099	2312	440
2100	2313	439
2101	2314	438
2102	2315	437
2103	2316	436
2104	2318	435
2105	2319	433
2106	2320	432
2107	2321	431
2108	2322	430
2109	2323	429
2110	2324	428
2111	2325	427
2112	2326	426
2113	2327	425
2114	2329	423
2115	2330	422
2116	2331	421
2117	2332	420
2118	2333	419
2119	2334	418
2120	2335	417
2121	2336	416
2122	2337	415
2123	2339	414
2124	2340	412
2125	2341	411
2126	2341	410
2127	2343	409
2128	2344	408
2129	2345	407
2130	2346	406
2131	2347	405
2132	2348	404
2133	2349	403
2134	2351	401
2135	2352	400
2136	2353	399
2137	2354	398
2138	2355	397
2139	2356	396
2140	2357	395
2141	2359	394
2142	2360	393
2143	2361	392
2144	2361	390
2145	2362	389
2146	2363	388
2147	2365	387
2148	2366	386
2149	2367	385
2150	2368	384
2151	2369	383
2152	2370	382
2153	2371	381
2154	2373	379
2155	2373	378
2156	2374	377
2157	2375	376
2158	2376	375
2159	2377	374
2160	2379	373
2161	2380	372
2162	2381	371
2163	2382	369
2164	2383	368
2165	2384	367
2166	2386	366
2167	2387	365
2168	2387	364
2169	2388	363
2170	2390	362
2171	2391	361
2172	2393	360
2173	2394	359
2174	2395	357
2175	2396	356
2176	2397	355
2177	2398	354
2178	2400	353
2179	2401	352
2180	2402	351
2181	2403	350
2182	2404	349
2183	2405	348
2184	2406	346
2185	2407	345
2186	2409	344
2187	2410	343
2188	2411	342
2189	2412	341
2190	2412	340
2191	2413	339
2192	2414	338
2193	2415	336
2194	2416	335
2195	2417	334
2196	2419	333
2197	2420	332
2198	2422	331
2199	2423	330
2200	2424	329
2201	2425	328
2202	2426	327
2203	2427	326
2204	2428	324
2205	2429	323
2206	2431	322
2207	2432	321
2208	2433	320
2209	2434	319
2210	2435	318
2211	2436	317
2212	2438	316
2213	2439	315
2214	2440	314
2215	2441	312
2216	2442	311
2217	2444	310
2218	2446	309
2219	2447	308
2220	2448	307
2221	2449	306
2222	2450	305
2223	2452	304
2224	2453	303
2225	2454	302
2226	2455	300
2227	2456	299
2228	2457	298
2229	2458	297
2230	2460	296
2231	2461	295
2232	2462	294
2233	2463	293
2234	2464	292
2235	2465	291
2236	2467	290
2237	2468	288
2238	2469	287
2239	2470	286
2240	2471	285
2241	2472	284
2242	2473	283
2243	2474	282
2244	2475	281
2245	2477	280
2246	2478	279
2247	2479	278
2248	2481	276
2249	2482	275
2250	2483	274
2251	2484	273
2252	2485	272
2253	2487	271
2254	2488	270
2255	2489	269
2256	2490	268
2257	2491	267
2258	2492	265
2259	2494	264
2260	2495	263
2261	2495	262
2262	2496	261
2263	2497	260
2264	2498	259
2265	2499	258
2266	2501	257
2267	2502	255
2268	2503	254
2269	2504	253
2270	2505	252
2271	2507	251
2272	2508	250
2273	2509	249
2274	2510	248
2275	2511	247
2276	2512	246
2277	2513	244
2278	2515	243
2279	2516	242
2280	2517	241
2281	2518	240
2282	2519	239
2283	2521	238
2284	2521	237
2285	2522	236
2286	2523	235
2287	2524	233
2288	2525	232
2289	2526	231
2290	2527	230
2291	2529	229
2292	2530	228
2293	2531	227
2294	2532	226
2295	2533	225
2296	2535	224
2297	2536	222
2298	2537	221
2299	2538	220
2300	2539	219
2301	2540	218
2302	2541	217
2303	2542	216
2304	2543	215
2305	2544	214
2306	2545	212
2307	2547	211
2308	2548	210
2309	2549	209
2310	2550	208
2311	2551	207
2312	2552	206
2313	2554	205
2314	2555	204
2315	2556	203
2316	2557	202
2317	2558	200
2318	2559	199
2319	2560	198
2320	2562	197
2321	2563	196
2322	2564	195
2323	2566	194
2324	2568	193
2325	2569	192
2326	2570	191
2327	2571	190
2328	2572	188
2329	2573	187
2330	2574	186
2331	2575	185
2332	2576	184
2333	2577	183
2334	2578	182
2335	2579	181
2336	2580	179
2337	2581	178
2338	2583	177
2339	2584	176
2340	2585	175
2341	2585	174
2342	2586	173
2343	2587	172
2344	2588	171
2345	2589	170
2346	2590	168
2347	2591	167
2348	2592	166
2349	2593	165
2350	2594	164
2351	2595	163
2352	2596	162
2353	2597	161
2354	2598	159
2355	2599	158
2356	2600	157
2357	2601	156
2358	2602	155
2359	2603	154
2360	2604	153
2361	2606	152
2362	2607	151
2363	2608	150
2364	2609	148
2365	2610	147
2366	2612	146
2367	2613	145
2368	2614	144
2369	2616	143
2370	2617	142
2371	2619	141
2372	2620	140
2373	2621	139
2374	2623	138
2375	2625	136
2376	2626	135
2377	2627	134
2378	2629	133
2379	2631	132
2380	2632	131
2381	2633	130
2382	2634	129
2383	2635	128
2384	2637	127
2385	2638	126
2386	2639	124
2387	2640	123
2388	2642	122
2389	2643	121
2390	2644	120
2391	2645	119
2392	2646	118
2393	2647	117
2394	2649	116
2395	2650	115
2396	2651	113
2397	2653	112
2398	2654	111
2399	2655	110
2400	2655	109
2401	2656	108
2402	2657	107
2403	2658	106
2404	2659	105
2405	2660	103
2406	2662	102
2407	2663	101
2408	2664	100
2409	2665	99
2410	2666	98
2411	2668	97
2412	2669	96
2413	2670	95
2414	2671	94
2415	2672	92
2416	2673	91
2417	2674	90
2418	2676	89
2419	2677	88
2420	2678	87
2421	2679	86
2422	2680	85
2423	2681	84
2424	2683	83
2425	2684	81
2426	2685	80
2427	2686	79
2428	2687	78
2429	2688	77
2430	2690	76
2431	2691	75
2432	2692	74
2433	2693	73
2434	2694	71
2435	2695	70
2436	2696	69
2437	2697	68
2438	2698	67
2439	2699	66
2440	2700	65
2441	2701	64
2442	2703	63
2443	2704	61
2444	2705	60
2445	2706	59
2446	2707	58
2447	2708	57
2448	2710	56
2449	2711	55
2450	2712	54
2451	2713	53
2452	2714	52
2453	2715	50
2454	2718	49
2455	2718	48
2456	2720	47
2457	2721	46
2458	2722	45
2459	2723	44
2460	2724	43
2461	2725	42
2462	2726	40
2463	2727	39
2464	2729	38
2465	2730	37
2466	2731	36
2467	2733	35
2468	2734	34
2469	2735	33
2470	2736	32
2471	2736	31
2472	2737	29
2473	2738	28
2474	2739	27
2475	2740	26
2476	2741	25
2477	2743	24
2478	2744	23
2479	2746	22
2480	2747	21
2481	2748	19
2482	2750	18
2483	2751	17
2484	2752	16
2485	2753	15
2486	2754	14
2487	2755	13
2488	2757	12
2489	2758	11
2490	2759	9
2491	2760	8
2492	2761	7
2493	2762	6
2494	2763	5
2495	2765	4
2496	2766	3
2497	2767	2
2498	2768	1
2499	2769	0
