iter	Logloss
558	0.2195665981
559	0.2192763957
560	0.2191347927
561	0.2190754621
562	0.218621312
563	0.2185256787
564	0.2181947371
565	0.217778912
566	0.2174465634
567	0.21716932
568	0.2170733283
569	0.2166555219
570	0.2165133687
571	0.2164200489
572	0.2163361569
573	0.2161435702
574	0.2161230111
575	0.2158506989
576	0.2154804665
577	0.2151615704
578	0.2144730946
579	0.2143271565
580	0.2139290546
581	0.2131966499
582	0.2129896934
583	0.212789512
584	0.2122808627
585	0.2120706457
586	0.2119351284
587	0.211800177
588	0.2117129159
589	0.2114405982
590	0.2114063557
591	0.2112920208
592	0.2109645777
593	0.2106980661
594	0.2106176156
595	0.2104548802
596	0.210326835
597	0.2102504407
598	0.2101616715
599	0.2100003257
600	0.209692915
601	0.2095051207
602	0.2093565829
603	0.2092307153
604	0.2091698189
605	0.209005795
606	0.2089619911
607	0.2086614919
608	0.2084604047
609	0.2083505041
610	0.2080869106
611	0.2080071574
612	0.207836848
613	0.2076201463
614	0.2073821215
615	0.2069495231
616	0.2068704129
617	0.2065627489
618	0.2061942311
619	0.2059448851
620	0.2054605091
621	0.2050861562
622	0.2049875881
623	0.2048625585
624	0.2048190688
625	0.2046843125
626	0.2043817085
627	0.2040400703
628	0.2039281879
629	0.2038242234
630	0.2035831338
631	0.2033709728
632	0.2030477446
633	0.2029717496
634	0.2028173866
635	0.2024838964
636	0.2023899055
637	0.2022723675
638	0.2021828497
639	0.2014312783
640	0.2013113066
641	0.2010680246
642	0.2009630715
643	0.2008457523
644	0.2007528752
645	0.2006987839
646	0.2006079607
647	0.200581238
648	0.2004344369
649	0.2002806531
650	0.200048668
651	0.1999859462
652	0.199946127
653	0.1994180646
654	0.1992803245
655	0.1990145102
656	0.1986166213
657	0.1984434893
658	0.1983725041
659	0.198307544
660	0.1979607446
661	0.1975118372
662	0.1973394724
663	0.1971191029
664	0.1969371002
665	0.1968067033
666	0.1963605604
667	0.1961792712
668	0.1959576715
669	0.1957765177
670	0.1948336675
671	0.1945675706
672	0.1942162149
673	0.1939805755
674	0.1938766338
675	0.1938105662
676	0.1937036638
677	0.1935664387
678	0.193246861
679	0.1931211211
680	0.1930225067
681	0.1927018441
682	0.1926311988
683	0.1922272188
684	0.1921261163
685	0.1920061631
686	0.1917866014
687	0.1916483126
688	0.1913988096
689	0.1912959379
690	0.1910187271
691	0.1907900877
692	0.1906781561
693	0.190463295
694	0.1901245593
695	0.1899627946
696	0.1896907013
697	0.1895232494
698	0.1893882886
699	0.1888094084
700	0.188080517
701	0.1878872985
702	0.1875736747
703	0.1875037306
704	0.1872833058
705	0.1870295082
706	0.1869614274
707	0.1868720814
708	0.1867858446
709	0.1865429942
710	0.1863237877
711	0.1861204174
712	0.1858568166
713	0.1855326663
714	0.1851755014
715	0.1841540998
716	0.1835997839
717	0.1835071693
718	0.1832075559
719	0.1831405756
720	0.1827177205
721	0.182623544
722	0.1821635175
723	0.1818648104
724	0.1815288672
725	0.1814502652
726	0.181329228
727	0.1807683974
728	0.1806489896
729	0.1804291156
730	0.1803477522
731	0.1800115645
732	0.1795373107
733	0.1793894622
734	0.179090499
735	0.1788578583
736	0.1787157186
737	0.1786074681
738	0.1785557864
739	0.1784915842
740	0.1783810814
741	0.1782797817
742	0.1781901291
743	0.1778957025
744	0.1777873579
745	0.1771308995
746	0.1769004915
747	0.1764883969
748	0.1761324102
749	0.1759919858
750	0.175799269
751	0.175732691
752	0.1754829069
753	0.1751874888
754	0.1750256512
755	0.1748283749
756	0.1746119876
757	0.174099225
758	0.1738504485
759	0.1737001523
760	0.173515452
761	0.1733472344
762	0.1731912074
763	0.1730890076
764	0.1729228031
765	0.1723807826
766	0.1722604614
767	0.1718986597
768	0.1717388741
769	0.1716074194
770	0.1713837652
771	0.1711010874
772	0.171016312
773	0.1709153398
774	0.1705710654
775	0.1700051074
776	0.1698548071
777	0.1696788233
778	0.1694921662
779	0.1692986929
780	0.1692099135
781	0.169042678
782	0.16895576
783	0.1685984328
784	0.168442737
785	0.1682290334
786	0.1681401589
787	0.1680875659
788	0.167862936
789	0.1676872289
790	0.1675151274
791	0.1673531645
792	0.1671917407
793	0.1670251256
794	0.1668120623
795	0.1665450721
796	0.1663267727
797	0.1662465501
798	0.1654830394
799	0.1651418855
800	0.1650195514
801	0.1648591545
802	0.1647440458
803	0.1646149538
804	0.1645359241
805	0.1644139431
806	0.1643039524
807	0.1640841711
808	0.163928098
809	0.1637736298
810	0.1636579676
811	0.163410419
812	0.1632584631
813	0.1631606968
814	0.1629338096
815	0.1628536661
816	0.1627271687
817	0.1626484933
818	0.1625292667
819	0.1624743449
820	0.1622811157
821	0.1621754301
822	0.1621227341
823	0.1619451644
824	0.161831403
825	0.1617589078
826	0.1617065455
827	0.1616531108
828	0.161351335
829	0.1610455156
830	0.1608234034
831	0.1605556142
832	0.1604899709
833	0.1604076538
834	0.160266419
835	0.1600720441
836	0.1599527427
837	0.1598324396
838	0.1596566731
839	0.1595715278
840	0.1594309646
841	0.1593892704
842	0.1592660564
843	0.1591624804
844	0.1591222236
845	0.1588849198
846	0.1587339291
847	0.1586203954
848	0.1580957893
849	0.1579775829
850	0.1574884817
851	0.157304706
852	0.1570999741
853	0.1569901202
854	0.1569141202
855	0.1567193367
856	0.15641405
857	0.1562762079
858	0.1561586122
859	0.156038385
860	0.1559496138
861	0.1557839002
862	0.1556144723
863	0.1554991201
864	0.1553449316
865	0.1548219222
866	0.1546131035
867	0.1544240474
868	0.1543805076
869	0.15427501
870	0.1542286743
871	0.1540491948
872	0.153886149
873	0.1537817274
874	0.1537053662
875	0.1536309326
876	0.1534774923
877	0.1533351524
878	0.1532303208
879	0.1531785951
880	0.1530763657
881	0.1528933736
882	0.1528117852
883	0.1527280465
884	0.152515085
885	0.1524666366
886	0.1520279166
887	0.1519426469
888	0.1518623155
889	0.1518152595
890	0.1515607182
891	0.1513360053
892	0.1511066308
893	0.1508768997
894	0.1505571782
895	0.150277513
896	0.1502183517
897	0.1500493561
898	0.1499813859
899	0.1498647921
900	0.1497800544
901	0.1496756647
902	0.1495928412
903	0.1494180782
904	0.1492405661
905	0.1487460082
906	0.1486206357
907	0.1481054562
908	0.1475887616
909	0.147523901
910	0.1474481164
911	0.1473796664
912	0.1472991544
913	0.1471956494
914	0.1471697877
915	0.1470968233
916	0.1469850855
917	0.1469037148
918	0.1468099061
919	0.1465895696
920	0.1465140496
921	0.1464246372
922	0.1462439533
923	0.1460336265
924	0.1459371634
925	0.1458544336
926	0.1457681228
927	0.1456649931
928	0.1454785168
929	0.1453114502
930	0.1452196903
931	0.1451764698
932	0.1448780068
933	0.1447802821
934	0.1446852019
935	0.1445448963
936	0.1442385372
937	0.143940414
938	0.143628
939	0.1435238994
940	0.1433539216
941	0.1431651091
942	0.1429208535
943	0.1427880299
944	0.1425368327
945	0.1423817201
946	0.1422467785
947	0.142151571
948	0.142051985
949	0.1416085209
950	0.1413275196
951	0.1411778597
952	0.1409373698
953	0.140691296
954	0.1406111198
955	0.1404353161
956	0.1403654311
957	0.1402784393
958	0.1402333944
959	0.1401126307
960	0.1400773669
961	0.1400289898
962	0.1395515458
963	0.1394961435
964	0.1394532649
965	0.139233836
966	0.1391557847
967	0.1389919178
968	0.1389043422
969	0.1388361057
970	0.1387873151
971	0.1386719816
972	0.1385567762
973	0.1383943653
974	0.1383352286
975	0.1382364188
976	0.1379863155
977	0.1378956836
978	0.1377838931
979	0.1373532303
980	0.137157115
981	0.1369514357
982	0.1369126314
983	0.1366726234
984	0.1364433886
985	0.1362825796
986	0.1361723208
987	0.1360532673
988	0.1359168542
989	0.1357644013
990	0.1355420962
991	0.1354389642
992	0.1353109764
993	0.1352345458
994	0.1351295377
995	0.1350732942
996	0.1349807114
997	0.1348249626
998	0.1347303393
999	0.1342735118
1000	0.1341734579
1001	0.1340430039
1002	0.1339519056
1003	0.1337228626
1004	0.1333986913
1005	0.1333112486
1006	0.133215212
1007	0.1330824469
1008	0.1330011463
1009	0.1329062968
1010	0.1328001767
1011	0.1326664212
1012	0.1324833064
1013	0.1323214592
1014	0.1318606155
1015	0.1317706179
1016	0.1310202498
1017	0.1306068564
1018	0.1304608014
1019	0.1303650384
1020	0.1302934493
1021	0.1300273121
1022	0.1299401978
1023	0.1298574481
1024	0.1297909215
1025	0.1294273029
1026	0.1293115524
1027	0.1291241882
1028	0.1289156921
1029	0.1288423742
1030	0.1284505481
1031	0.1283421283
1032	0.1282980304
1033	0.1281640551
1034	0.1280506396
1035	0.1279464191
1036	0.1275887068
1037	0.1275543207
1038	0.1274492897
1039	0.1272997276
1040	0.1271890878
1041	0.127035262
1042	0.1269221977
1043	0.1264583407
1044	0.126214379
1045	0.1259880256
1046	0.1254767405
1047	0.1253696768
1048	0.1252534505
1049	0.1251663971
1050	0.124523191
1051	0.1243913603
1052	0.1240158872
1053	0.1238876198
1054	0.12380817
1055	0.1237100306
1056	0.1232807012
1057	0.1229243334
1058	0.1227747624
1059	0.1226348591
1060	0.1225586077
1061	0.1224114615
1062	0.1223549129
1063	0.122245903
1064	0.1221679585
1065	0.1220944618
1066	0.1220395722
1067	0.1219691663
1068	0.1218601286
1069	0.1218043849
1070	0.1216720403
1071	0.1215627842
1072	0.1214524142
1073	0.1213301142
1074	0.1212013519
1075	0.1211666932
1076	0.1210721834
1077	0.1209898594
1078	0.1208436957
1079	0.1207995597
1080	0.1204232149
1081	0.1203758908
1082	0.1203099564
1083	0.120225923
1084	0.1201101312
1085	0.1198390731
1086	0.1191808687
1087	0.1191201778
1088	0.1190231596
1089	0.118908453
1090	0.1188464064
1091	0.1187679057
1092	0.1187048383
1093	0.1186228483
1094	0.1184649093
1095	0.1184155245
1096	0.1182156878
1097	0.1181329995
1098	0.118066856
1099	0.117914736
1100	0.1178057441
1101	0.1177877092
1102	0.1175416276
1103	0.1174404234
1104	0.1173523819
1105	0.11729687
1106	0.1172379847
1107	0.1171062436
1108	0.1170284441
1109	0.1169426182
1110	0.1167721199
1111	0.1165894864
1112	0.1164701824
1113	0.1163326413
1114	0.1162480635
1115	0.1161905756
1116	0.1159783689
1117	0.1159088564
1118	0.1155194077
1119	0.1151722668
1120	0.1151175963
1121	0.1150762442
1122	0.1150212491
1123	0.1149207176
1124	0.1148434643
1125	0.1146355911
1126	0.1145314533
1127	0.1144949401
1128	0.1143191543
1129	0.1142439568
1130	0.1141668751
1131	0.114072638
1132	0.1139375856
1133	0.1138632471
1134	0.1137842871
1135	0.1136899894
1136	0.1136016988
1137	0.1135465297
1138	0.113446599
1139	0.1133153914
1140	0.1131379313
1141	0.1129341373
1142	0.1128255893
1143	0.1128047062
1144	0.1126196312
1145	0.1125759274
1146	0.1125067946
1147	0.1124680608
1148	0.1123554885
1149	0.1120039788
1150	0.1118926578
1151	0.1115897632
1152	0.1114996742
1153	0.1114302548
1154	0.1113372672
1155	0.1112601448
1156	0.1112122037
1157	0.1111121009
1158	0.1110065918
1159	0.1109131218
1160	0.1108178125
1161	0.110706428
1162	0.1106037055
1163	0.1105016012
1164	0.1101660662
1165	0.1098754624
1166	0.1098324858
1167	0.1097840964
1168	0.1096881702
1169	0.1096205807
1170	0.1095151518
1171	0.1091187727
1172	0.1090711957
1173	0.1087082093
1174	0.1085672599
1175	0.1085300297
1176	0.1084812872
1177	0.1083294454
1178	0.1082374329
1179	0.1081926551
1180	0.1081703825
1181	0.1081172483
1182	0.1080694491
1183	0.1079974288
1184	0.1079438532
1185	0.1074467342
1186	0.1073878806
1187	0.1073211886
1188	0.1069975247
1189	0.1069170251
1190	0.1068652856
1191	0.1068054739
1192	0.106765023
1193	0.1067224037
1194	0.1066791628
1195	0.1065877233
1196	0.1065060928
1197	0.1064656438
1198	0.1063797191
1199	0.1062951161
1200	0.1062315463
1201	0.106170206
1202	0.1058949008
1203	0.1055668662
1204	0.1054213379
1205	0.105348069
1206	0.1052489729
1207	0.1050962466
1208	0.105004435
1209	0.1046947605
1210	0.1046062375
1211	0.1045711333
1212	0.1045126629
1213	0.1042347228
1214	0.1041403197
1215	0.1040964309
1216	0.1039916152
1217	0.1039098278
1218	0.1038371324
1219	0.1038015271
1220	0.1034915351
1221	0.1034049094
1222	0.1032803423
1223	0.1032115569
1224	0.1031474394
1225	0.1030528879
1226	0.1029433424
1227	0.1029016767
1228	0.1028265196
1229	0.1027261577
1230	0.1026772904
1231	0.1025215973
1232	0.102416976
1233	0.1023597118
1234	0.1023149432
1235	0.1022403755
1236	0.101945629
1237	0.1019180587
1238	0.1018390686
1239	0.1017746888
1240	0.1017400076
1241	0.1014624009
1242	0.1013903292
1243	0.1011410475
1244	0.101031737
1245	0.1009194764
1246	0.1007744318
1247	0.1007008365
1248	0.1006270795
1249	0.1004858782
1250	0.1002655114
1251	0.1001895436
1252	0.1000386849
1253	0.09994882898
1254	0.09985388311
1255	0.09981560766
1256	0.09976855198
1257	0.09969924795
1258	0.09963859731
1259	0.09956972572
1260	0.09942961397
1261	0.09938967561
1262	0.09915155104
1263	0.0990333678
1264	0.09896340392
1265	0.09889529475
1266	0.09882970839
1267	0.09877040768
1268	0.09866900998
1269	0.0985200221
1270	0.09845267175
1271	0.09839080261
1272	0.09833140883
1273	0.09817641571
1274	0.09813021422
1275	0.09753444164
1276	0.09748536808
1277	0.09738919686
1278	0.09730364691
1279	0.09725572911
1280	0.09712985499
1281	0.09704648592
1282	0.09701066872
1283	0.09695537538
1284	0.09684329419
1285	0.0967606624
1286	0.09666824998
1287	0.09653604356
1288	0.09645482477
1289	0.09628256115
1290	0.09615415919
1291	0.09604460207
1292	0.09601602639
1293	0.09595826977
1294	0.09591656535
1295	0.09579528549
1296	0.09575330104
1297	0.09567032061
1298	0.09557095799
1299	0.09554099874
1300	0.0952816035
1301	0.09524805848
1302	0.0952014817
1303	0.09509153623
1304	0.09501279188
1305	0.09494671262
1306	0.09490877948
1307	0.09481279002
1308	0.09472869848
1309	0.09463947726
1310	0.09449101304
1311	0.09441104868
1312	0.09435896342
1313	0.09432611603
1314	0.09423243025
1315	0.09412575211
1316	0.09409428208
1317	0.09399606365
1318	0.09394727919
1319	0.09385417518
1320	0.09378540415
1321	0.09375334931
1322	0.0936775797
1323	0.09362519906
1324	0.09338342655
1325	0.09328829243
1326	0.09316726713
1327	0.09311335056
1328	0.09299208801
1329	0.09260556419
1330	0.09249356941
1331	0.09245786949
1332	0.09242232178
1333	0.09230034437
1334	0.09223532997
1335	0.09218230775
1336	0.09212430735
1337	0.09199169486
1338	0.09192325817
1339	0.09189513074
1340	0.0918493401
1341	0.0917704618
1342	0.09171790968
1343	0.0916394041
1344	0.09152891507
1345	0.09121857429
1346	0.09103241299
1347	0.09092392446
1348	0.09085554475
1349	0.09075820627
1350	0.09068883459
1351	0.09036453942
1352	0.090313634
1353	0.09018351017
1354	0.09015209523
1355	0.09006840932
1356	0.09000772867
1357	0.08992850823
1358	0.08984366873
1359	0.0897944157
1360	0.08971857649
1361	0.08964492369
1362	0.0895930339
1363	0.08953859177
1364	0.08947770658
1365	0.08941187796
1366	0.08930296308
1367	0.08922420976
1368	0.08902974043
1369	0.08898095566
1370	0.08891003568
1371	0.08880123162
1372	0.08873076862
1373	0.08864462266
1374	0.08855519394
1375	0.08844936123
1376	0.08840531827
1377	0.08836895851
1378	0.08814588135
1379	0.08810234996
1380	0.08805122297
1381	0.08798682999
1382	0.0879278046
1383	0.08786690138
1384	0.0877462801
1385	0.08766844702
1386	0.08757122196
1387	0.08752307985
1388	0.08735666402
1389	0.0872900703
1390	0.0871114887
1391	0.08686957812
1392	0.08666800635
1393	0.0865808561
1394	0.08654897928
1395	0.08649076562
1396	0.08643759825
1397	0.08636817815
1398	0.08625454566
1399	0.0862059436
1400	0.08616560754
1401	0.08605263785
1402	0.0860150264
1403	0.0859676698
1404	0.08588274049
1405	0.08585342388
1406	0.08578733617
1407	0.08572934519
1408	0.08566764224
1409	0.08560077814
1410	0.08550100038
1411	0.08543258657
1412	0.08538907392
1413	0.08528424271
1414	0.08513517097
1415	0.08507567325
1416	0.08488210716
1417	0.08479025953
1418	0.08456077304
1419	0.08450344052
1420	0.08443883611
1421	0.08432816424
1422	0.08411977849
1423	0.08406582598
1424	0.08398148775
1425	0.08391054114
1426	0.08384203494
1427	0.08376304356
1428	0.08366845654
1429	0.08363536599
1430	0.08357699374
1431	0.08349819264
1432	0.08344225734
1433	0.08342184422
1434	0.08337656026
1435	0.08331727269
1436	0.08326162056
1437	0.08316953085
1438	0.08314122164
1439	0.08309710099
1440	0.0830432562
1441	0.08298172037
1442	0.08281995901
1443	0.08268333861
1444	0.08265156692
1445	0.08261791717
1446	0.08255562436
1447	0.08250486646
1448	0.08244535265
1449	0.08235093086
1450	0.08229476243
1451	0.08226691449
1452	0.08222545315
1453	0.08216937649
1454	0.08194014439
1455	0.08189188327
1456	0.08180969812
1457	0.08161989299
1458	0.08137287295
1459	0.08128201881
1460	0.08119001214
1461	0.08113789603
1462	0.08108074973
1463	0.08102462009
1464	0.08095225916
1465	0.08090776758
1466	0.08082156786
1467	0.08077941522
1468	0.08073835028
1469	0.08069627422
1470	0.08066325571
1471	0.080614777
1472	0.08055948841
1473	0.08047886295
1474	0.08044522394
1475	0.08031011204
1476	0.0802288166
1477	0.08020212472
1478	0.08013601108
1479	0.08009761478
1480	0.0800462219
1481	0.07997166829
1482	0.07992259546
1483	0.07985084676
1484	0.07970543147
1485	0.07942612791
1486	0.07937593967
1487	0.07933982707
1488	0.07925683311
1489	0.07921720712
1490	0.07918423339
1491	0.07914856337
1492	0.07907200312
1493	0.07903190176
1494	0.07898830158
1495	0.07889319519
1496	0.07878651955
1497	0.07875490702
1498	0.07857379737
1499	0.07850806873
1500	0.07843362197
1501	0.07835386325
1502	0.07826816115
1503	0.07823341295
1504	0.07803351399
1505	0.07798299584
1506	0.07787702869
1507	0.07779742656
1508	0.07776028855
